Code,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
500368,2021-05-04,694.55,695.6,674.0,678.85,685.2180877279447,4058,514,2780615.0,2469,60.84,21.600000000000023,-15.699999999999932,1620086400.0
500370,2021-05-04,37.05,38.0,37.05,37.1,37.095238095238095,5250,3,194750.0,5250,100.0,0.9500000000000028,0.05000000000000426,1620086400.0
500378,2021-05-04,93.7,96.85,86.65,87.65,92.48453932421486,607412,3807,56176219.0,170165,28.01,10.199999999999989,-6.049999999999997,1620086400.0
500380,2021-05-04,412.0,422.0,410.75,415.6,416.72611780234286,36366,1966,15154662.0,21471,59.04,11.25,3.6000000000000227,1620086400.0
500387,2021-05-04,28098.55,28098.55,27528.05,27753.6,27780.80785413745,713,373,19807716.0,151,21.18,570.5,-344.9500000000007,1620086400.0
500390,2021-05-04,50.9,50.9,45.7,45.7,47.620915539480634,1960265,8484,93349614.0,785229,40.06,5.199999999999996,-5.199999999999996,1620086400.0
500400,2021-05-04,100.85,103.35,100.0,100.95,101.93587741908372,4925987,22620,502134807.0,1603608,32.55,3.3499999999999943,0.10000000000000853,1620086400.0
500402,2021-05-04,10.24,10.24,9.32,9.5,9.64481054365733,3035,12,29272.0,2183,71.93,0.9199999999999999,-0.7400000000000002,1620086400.0
500403,2021-05-04,718.0,742.0,706.3,730.1,730.2994345129515,10964,1013,8007003.0,5491,50.08,35.700000000000045,12.100000000000023,1620086400.0
500404,2021-05-04,82.25,84.5,76.55,77.75,80.9451779841362,289464,2662,23430715.0,134530,46.48,7.950000000000003,-4.5,1620086400.0
500405,2021-05-04,743.8,743.8,688.0,690.85,714.2978733734706,20596,1143,14711679.0,14327,69.56,55.799999999999955,-52.94999999999993,1620086400.0
500407,2021-05-04,1459.0,1499.7,1450.0,1478.9,1473.6133333333332,1725,472,2541983.0,1338,77.57,49.700000000000045,19.90000000000009,1620086400.0
500408,2021-05-04,3568.0,4089.7,3509.2,3859.45,3869.029079071399,91234,8145,352986999.0,12530,13.73,580.5,291.4499999999998,1620086400.0
500410,2021-05-04,1914.0,1914.0,1866.9,1869.85,1891.1398199244845,17215,1508,32555972.0,6831,39.68,47.09999999999991,-44.15000000000009,1620086400.0
500411,2021-05-04,1544.0,1544.0,1479.0,1499.55,1509.9685273159146,1684,356,2542787.0,690,40.97,65.0,-44.450000000000045,1620086400.0
500412,2021-05-04,98.95,99.75,94.5,95.2,97.68247359870024,118176,1352,11543724.0,46418,39.28,5.25,-3.75,1620086400.0
500413,2021-05-04,48.65,48.95,45.85,46.2,47.14742014742015,59422,804,2801594.0,42613,71.71,3.1000000000000014,-2.4499999999999957,1620086400.0
500414,2021-05-04,33.2,34.35,33.2,33.25,33.39158215010142,9860,51,329241.0,8776,89.01,1.1499999999999986,0.04999999999999716,1620086400.0
500418,2021-05-04,70.0,73.65,70.0,72.9,70.65454545454546,550,12,38860.0,460,83.64,3.6500000000000057,2.9000000000000057,1620086400.0
500420,2021-05-04,2511.15,2557.6,2497.9,2506.25,2520.886889460154,7002,579,17651250.0,1275,18.21,59.69999999999982,-4.900000000000091,1620086400.0
500422,2021-05-04,26.6,26.6,25.0,25.4,25.850027979854506,5361,52,138582.0,4355,81.23,1.6000000000000014,-1.2000000000000028,1620086400.0
500425,2021-05-04,314.0,315.0,306.05,306.8,310.787649605573,276477,3936,85925637.0,94510,34.18,8.949999999999989,-7.199999999999989,1620086400.0
500426,2021-05-04,12.96,12.96,11.74,12.59,12.613935969868173,3717,57,46886.0,3519,94.67,1.2200000000000006,-0.370000000000001,1620086400.0
500429,2021-05-04,80.0,84.4,78.05,78.5,80.49678230266466,19890,305,1601081.0,7563,38.02,6.3500000000000085,-1.5,1620086400.0
500439,2021-05-04,1700.0,1707.75,1684.0,1689.95,1699.2,40,15,67968.0,33,82.5,23.75,-10.049999999999955,1620086400.0
500440,2021-05-04,372.8,384.45,359.75,362.65,370.1984830366017,1525284,8578,564657823.0,640301,41.98,24.69999999999999,-10.150000000000034,1620086400.0
500444,2021-05-04,203.65,226.6,202.95,215.3,215.59348890243183,50867,1340,10966594.0,20637,40.57,23.650000000000006,11.650000000000006,1620086400.0
500449,2021-05-04,41.95,42.3,39.5,39.55,40.18710363031778,262539,798,10550682.0,195272,74.38,2.799999999999997,-2.4000000000000057,1620086400.0
500456,2021-05-04,15.5,17.25,15.1,16.35,16.433657683717183,218488,394,3590557.0,165176,75.6,2.1500000000000004,0.8500000000000014,1620086400.0
500458,2021-05-04,2.19,2.19,2.15,2.15,2.1691542288557213,402,4,872.0,402,100.0,0.040000000000000036,-0.040000000000000036,1620086400.0
500459,2021-05-04,13560.9,13850.0,13560.0,13811.1,13655.96449704142,169,117,2307858.0,113,66.86,290.0,250.20000000000073,1620086400.0
500460,2021-05-04,124.0,124.0,114.5,117.5,120.05997569866342,61725,424,7410702.0,61725,100.0,9.5,-6.5,1620086400.0
500463,2021-05-04,1590.0,1627.95,1583.6,1594.75,1607.0791717417783,821,67,1319412.0,740,90.13,44.350000000000136,4.75,1620086400.0
500464,2021-05-04,144.75,144.75,139.0,139.15,141.21146953405017,558,74,78796.0,320,57.35,5.75,-5.599999999999994,1620086400.0
500467,2021-05-04,173.6,183.25,162.75,166.05,172.72996214422582,42794,1145,7391806.0,18248,42.64,20.5,-7.549999999999983,1620086400.0
500469,2021-05-04,80.2,82.75,79.05,79.35,81.18858848551606,1392646,3352,113066963.0,256007,18.38,3.700000000000003,-0.8500000000000085,1620086400.0
500470,2021-05-04,1074.0,1086.7,1058.3,1064.05,1072.8548863696954,1162806,18340,1247522099.0,320946,27.6,28.40000000000009,-9.950000000000045,1620086400.0
500472,2021-05-04,2284.0,2373.7,2222.5,2243.55,2301.5058304443746,3173,797,7302678.0,1131,35.64,151.19999999999982,-40.44999999999982,1620086400.0
500477,2021-05-04,111.45,113.8,110.35,110.8,111.91728417672904,1070158,8075,119769177.0,246459,23.03,3.450000000000003,-0.6500000000000057,1620086400.0
500480,2021-05-04,845.35,853.15,835.0,842.35,843.1663063678083,26367,1157,22231766.0,3986,15.12,18.149999999999977,-3.0,1620086400.0
500483,2021-05-04,1119.0,1119.0,1090.1,1095.05,1100.4356690080522,17511,1416,19269729.0,8326,47.55,28.90000000000009,-23.950000000000045,1620086400.0
500488,2021-05-04,15098.7,15450.0,15085.35,15298.9,15293.832298136645,483,299,7386921.0,291,60.25,364.64999999999964,200.1999999999989,1620086400.0
500490,2021-05-04,3480.0,3485.95,3409.35,3456.75,3459.1771324863885,2755,611,9530033.0,939,34.08,76.59999999999991,-23.25,1620086400.0
500493,2021-05-04,618.0,653.75,618.0,631.6,639.2420429543057,607669,7567,388447573.0,388154,63.88,35.75,13.600000000000023,1620086400.0
500495,2021-05-04,1136.05,1151.4,1115.75,1123.95,1134.0095246468554,102366,3302,116084019.0,36393,35.55,35.65000000000009,-12.099999999999909,1620086400.0
500500,2021-05-04,6.72,6.85,6.6,6.62,6.7017182674796105,12629,75,84636.0,9648,76.4,0.25,-0.09999999999999964,1620086400.0
500510,2021-05-04,1345.0,1348.8,1331.5,1337.65,1339.2240248739363,50173,2506,67192887.0,15768,31.43,17.299999999999955,-7.349999999999909,1620086400.0
500520,2021-05-04,764.0,764.0,731.1,741.0,745.108030353406,511310,12618,380981187.0,307804,60.2,32.89999999999998,-23.0,1620086400.0
500530,2021-05-04,13550.25,13675.75,13283.35,13331.15,13479.280898876405,979,329,13196216.0,306,31.26,392.39999999999964,-219.10000000000036,1620086400.0
500540,2021-05-04,2.27,2.27,2.27,2.27,2.2698327037236914,5559,17,12618.0,4544,81.74,0.0,0.0,1620086400.0
500547,2021-05-04,419.0,429.25,418.6,421.6,424.04263269966236,571064,8669,242155482.0,197241,34.54,10.649999999999977,2.6000000000000227,1620086400.0
500550,2021-05-04,1901.15,1909.75,1846.0,1875.95,1882.8018467495717,13429,955,25284146.0,1832,13.64,63.75,-25.200000000000045,1620086400.0
500570,2021-05-04,296.6,299.65,288.1,289.35,293.96407961541394,2831512,35077,832362819.0,578285,20.42,11.549999999999955,-7.25,1620086400.0
500575,2021-05-04,965.45,972.15,955.05,963.35,966.3295607875533,72630,1684,70184516.0,39677,54.63,17.100000000000023,-2.1000000000000227,1620086400.0
500620,2021-05-04,332.0,349.75,329.2,344.5,340.4592634467164,72527,2692,24692489.0,38462,53.03,20.55000000000001,12.5,1620086400.0
500645,2021-05-04,265.5,270.5,258.05,259.25,265.1949788552028,67156,1967,17809434.0,30692,45.7,12.449999999999989,-6.25,1620086400.0
500650,2021-05-04,910.0,1089.0,910.0,1072.8,1014.2685382814651,58096,5031,58924945.0,24992,43.02,179.0,162.79999999999995,1620086400.0
500655,2021-05-04,764.55,770.0,745.0,748.4,755.4322238301978,12438,393,9396066.0,9496,76.35,25.0,-16.149999999999977,1620086400.0
500660,2021-05-04,1453.0,1463.6,1451.85,1457.3,1456.922140060896,2299,368,3349464.0,1184,51.5,11.75,4.2999999999999545,1620086400.0
500670,2021-05-04,380.95,384.05,352.3,358.0,366.96396720023756,208782,3764,76615471.0,71963,34.47,31.75,-22.94999999999999,1620086400.0
500672,2021-05-04,659.0,660.55,634.0,639.35,644.4315574815192,3923,408,2528105.0,1885,48.05,26.549999999999955,-19.649999999999977,1620086400.0
500674,2021-05-04,7675.0,7680.0,7563.95,7597.2,7623.377823408624,974,335,7425170.0,604,62.01,116.05000000000018,-77.80000000000018,1620086400.0
500680,2021-05-04,5360.0,5370.9,5228.35,5239.0,5292.733404425487,3751,989,19853043.0,924,24.63,142.54999999999927,-121.0,1620086400.0
500690,2021-05-04,95.0,98.25,92.55,93.15,96.31448196104711,185044,1263,17822417.0,45615,24.65,5.700000000000003,-1.8499999999999943,1620086400.0
500696,2021-05-04,2412.0,2417.95,2373.2,2408.65,2400.2045574473127,92859,4901,222880595.0,59781,64.38,44.75,-3.349999999999909,1620086400.0
500710,2021-05-04,2257.25,2264.9,2205.1,2218.0,2235.156133828996,269,114,601257.0,136,50.56,59.80000000000018,-39.25,1620086400.0
500730,2021-05-04,197.7,206.2,193.7,197.3,201.55719422498396,238337,3259,48038537.0,81804,34.32,12.5,-0.39999999999997726,1620086400.0
500770,2021-05-04,752.0,755.6,704.6,708.3,725.6770730932501,1032503,30179,749263755.0,253961,24.6,51.0,-43.700000000000045,1620086400.0
500777,2021-05-04,80.0,88.0,76.55,79.15,82.82387249784102,465498,2883,38554347.0,121176,26.03,11.450000000000003,-0.8499999999999943,1620086400.0
500780,2021-05-04,80.0,80.0,76.35,77.35,78.06519770600664,3313,114,258630.0,2566,77.45,3.6500000000000057,-2.6500000000000057,1620086400.0
500790,2021-05-04,16564.8,16627.5,16391.5,16538.1,16542.249625561657,2003,543,33134126.0,808,40.34,236.0,-26.700000000000728,1620086400.0
500800,2021-05-04,682.8,686.25,642.0,644.95,651.7519364961362,651047,21391,424321143.0,301587,46.32,44.25,-37.84999999999991,1620086400.0
500820,2021-05-04,2585.0,2617.15,2571.7,2588.15,2589.6219075124395,86217,5882,223269432.0,43623,50.6,45.45000000000027,3.150000000000091,1620086400.0
500825,2021-05-04,3459.9,3460.0,3420.2,3434.45,3441.1802672147996,14595,1656,50224026.0,5142,35.23,39.80000000000018,-25.450000000000273,1620086400.0
500830,2021-05-04,1493.0,1512.6,1485.1,1489.9,1497.3706836914198,50593,3107,75756475.0,37300,73.73,27.5,-3.099999999999909,1620086400.0
500840,2021-05-04,89.75,90.5,86.7,87.35,89.02957496094382,37126,581,3305312.0,15040,40.51,3.799999999999997,-2.4000000000000057,1620086400.0
500850,2021-05-04,111.5,114.2,108.5,109.0,111.55132147221401,226679,2043,25286342.0,96936,42.76,5.700000000000003,-2.5,1620086400.0
500870,2021-05-04,125.9,126.95,124.55,125.25,125.74175906502848,66740,1148,8392005.0,26515,39.73,2.4000000000000057,-0.6500000000000057,1620086400.0
500875,2021-05-04,201.8,202.4,199.1,199.55,200.6125680498676,1459224,31416,292738674.0,847552,58.08,3.3000000000000114,-2.25,1620086400.0
500877,2021-05-04,221.0,226.2,216.25,217.6,221.67911682786774,419352,4463,92961581.0,105334,25.12,9.949999999999989,-3.4000000000000057,1620086400.0
500878,2021-05-04,1388.35,1429.25,1373.0,1378.95,1400.3141661984141,16017,1048,22428832.0,4273,26.68,56.25,-9.399999999999864,1620086400.0
500890,2021-05-04,76.0,81.9,76.0,79.0,78.75103391232423,1209,31,95210.0,1209,100.0,5.900000000000006,3.0,1620086400.0
500940,2021-05-04,159.1,161.25,152.25,153.1,157.69241833295095,113326,3811,17870651.0,68481,60.43,9.0,-6.0,1620086400.0
501148,2021-05-04,236.0,236.0,236.0,236.0,236.0,55,10,12980.0,55,100.0,0.0,0.0,1620086400.0
501150,2021-05-04,30.1,31.95,29.05,29.75,30.836063720549028,318453,1166,9819837.0,192494,60.45,2.8999999999999986,-0.3500000000000014,1620086400.0
501242,2021-05-04,4.8,4.9,4.6,4.89,4.775637939335581,2077,8,9919.0,1927,92.78,0.3000000000000007,0.08999999999999986,1620086400.0
501295,2021-05-04,54.2,54.2,54.2,54.2,54.0,4,2,216.0,4,100.0,0.0,0.0,1620086400.0
501298,2021-05-04,1189.9,1198.0,1137.0,1137.0,1168.0785123966941,242,17,282675.0,146,60.33,61.0,-52.90000000000009,1620086400.0
501301,2021-05-04,1053.8,1058.05,1028.35,1031.7,1043.7703875072295,1729,226,1804679.0,719,41.58,29.700000000000045,-22.09999999999991,1620086400.0
501314,2021-05-04,78.75,80.3,77.2,78.0,78.2482361411087,13890,140,1086868.0,9248,66.58,3.0999999999999943,-0.75,1620086400.0
501343,2021-05-04,20.25,20.25,20.25,20.25,20.25,32,3,648.0,32,100.0,0.0,0.0,1620086400.0
501351,2021-05-04,31.4,31.4,31.4,31.4,31.4,21000,44,659400.0,21000,100.0,0.0,0.0,1620086400.0
501370,2021-05-04,57.7,58.5,55.25,57.25,57.995633187772924,229,7,13281.0,229,100.0,3.25,-0.45000000000000284,1620086400.0
501391,2021-05-04,119.95,120.0,117.0,119.85,119.87155425219942,1705,12,204381.0,1705,100.0,3.0,-0.10000000000000853,1620086400.0
501423,2021-05-04,1265.0,1326.0,1220.0,1237.55,1281.956678700361,4709,250,6036734.0,3147,66.83,106.0,-27.450000000000045,1620086400.0
501425,2021-05-04,1193.0,1215.95,1165.0,1170.35,1193.7168872003144,7633,670,9111641.0,2086,27.33,50.950000000000045,-22.65000000000009,1620086400.0
501430,2021-05-04,498.95,507.9,473.0,479.65,490.4959349593496,123,31,60331.0,71,57.72,34.89999999999998,-19.30000000000001,1620086400.0
501455,2021-05-04,152.0,153.15,140.05,142.85,146.45224928863226,204887,2366,30006162.0,56126,27.39,13.099999999999994,-9.150000000000006,1620086400.0
501477,2021-05-04,84.3,84.3,84.3,84.3,84.29126213592232,103,5,8682.0,103,100.0,0.0,0.0,1620086400.0
501700,2021-05-04,10.46,11.47,10.46,11.47,10.463938945938386,25027,5,261881.0,25027,100.0,1.0099999999999998,1.0099999999999998,1620086400.0
501831,2021-05-04,182.95,182.95,175.0,175.5,177.7647963800905,11050,174,1964301.0,8779,79.45,7.949999999999989,-7.449999999999989,1620086400.0
501833,2021-05-04,4.11,4.51,4.09,4.51,4.4029874213836475,6360,26,28003.0,6360,100.0,0.41999999999999993,0.39999999999999947,1620086400.0
501848,2021-05-04,5.99,6.05,5.55,5.75,5.823495888626557,24566,84,143060.0,20749,84.46,0.5,-0.2400000000000002,1620086400.0
501945,2021-05-04,2.25,2.25,2.25,2.25,2.0,1,1,2.0,1,100.0,0.0,0.0,1620086400.0
502015,2021-05-04,26.05,27.65,25.05,27.65,26.995534588021595,39638,84,1070049.0,39638,100.0,2.599999999999998,1.5999999999999979,1620086400.0
502090,2021-05-04,740.75,740.75,722.0,726.75,728.8409387222947,767,119,559021.0,507,66.1,18.75,-14.0,1620086400.0
502137,2021-05-04,433.75,434.05,418.0,418.65,426.18525896414343,5020,216,2139450.0,2493,49.66,16.05000000000001,-15.100000000000023,1620086400.0
502157,2021-05-04,280.2,285.0,265.2,274.0,277.7899634430043,6018,376,1671740.0,3785,62.89,19.80000000000001,-6.199999999999989,1620086400.0
502168,2021-05-04,185.0,191.0,182.5,183.3,186.96612868205833,27634,814,5166622.0,14260,51.6,8.5,-1.6999999999999886,1620086400.0
502175,2021-05-04,70.0,70.1,66.0,66.3,68.28732343517306,110795,521,7565894.0,97274,87.8,4.099999999999994,-3.700000000000003,1620086400.0
502180,2021-05-04,73.5,73.5,68.65,69.2,71.31874855564482,90871,754,6480806.0,55939,61.56,4.849999999999994,-4.299999999999997,1620086400.0
502219,2021-05-04,236.55,253.9,230.2,252.85,248.6214200202597,401783,9993,99891860.0,177387,44.15,23.700000000000017,16.299999999999983,1620086400.0
502271,2021-05-04,7.87,8.0,7.87,7.87,7.922,500,5,3961.0,500,100.0,0.1299999999999999,0.0,1620086400.0
502281,2021-05-04,5.25,5.5,5.25,5.34,5.4081102676787856,5006,16,27073.0,4506,90.01,0.25,0.08999999999999986,1620086400.0
502330,2021-05-04,215.25,239.65,213.8,226.0,227.35186920753932,9603,702,2183260.0,5646,58.79,25.849999999999994,10.75,1620086400.0
502355,2021-05-04,1789.35,1835.55,1789.35,1800.5,1814.7699979748886,19752,1318,35845337.0,4442,22.49,46.200000000000045,11.150000000000091,1620086400.0
502420,2021-05-04,22.75,25.8,22.7,24.4,24.48834594794777,302427,1345,7405937.0,149091,49.3,3.1000000000000014,1.6499999999999986,1620086400.0
502445,2021-05-04,9.3,9.3,8.48,8.48,8.732203389830508,295,7,2576.0,197,66.78,0.8200000000000003,-0.8200000000000003,1620086400.0
502448,2021-05-04,2.9,3.0,2.85,2.92,2.916279327135901,18072,42,52703.0,17789,98.43,0.1499999999999999,0.020000000000000018,1620086400.0
502450,2021-05-04,151.2,166.7,151.2,157.55,159.5754216299092,8479,383,1353040.0,5064,59.72,15.5,6.350000000000023,1620086400.0
502460,2021-05-04,28.85,28.85,28.85,28.85,28.85,400,2,11540.0,400,100.0,0.0,0.0,1620086400.0
502587,2021-05-04,84.95,84.95,79.0,79.6,79.98838093169725,9209,72,736613.0,7187,78.04,5.950000000000003,-5.3500000000000085,1620086400.0
502742,2021-05-04,3.38,3.51,3.38,3.45,3.4704178805182733,232387,402,806480.0,187202,80.56,0.1299999999999999,0.07000000000000028,1620086400.0
502820,2021-05-04,25.05,26.1,24.5,24.8,25.372225384177575,1757,51,44579.0,994,56.57,1.6000000000000014,-0.25,1620086400.0
502865,2021-05-04,1720.2,1790.55,1690.1,1704.65,1730.803699897225,973,108,1684072.0,834,85.71,100.45000000000005,-15.549999999999955,1620086400.0
502873,2021-05-04,44.7,44.7,41.75,42.4,42.452627613486534,5309,32,225381.0,5159,97.17,2.950000000000003,-2.3000000000000043,1620086400.0
502893,2021-05-04,22.0,22.0,22.0,22.0,22.0,10,2,220.0,10,100.0,0.0,0.0,1620086400.0
502901,2021-05-04,2100.0,2100.0,2050.0,2058.35,2064.285714285714,7,4,14450.0,7,100.0,50.0,-41.65000000000009,1620086400.0
502937,2021-05-04,76.95,77.8,71.1,73.05,74.01684895800855,80183,832,5934893.0,23516,29.33,6.700000000000003,-3.9000000000000057,1620086400.0
502958,2021-05-04,2325.0,2449.0,2310.0,2360.0,2341.676470588235,68,29,159234.0,47,69.12,139.0,35.0,1620086400.0
502986,2021-05-04,1170.0,1245.0,1170.0,1195.65,1211.0270551508845,2883,648,3491391.0,1289,44.71,75.0,25.65000000000009,1620086400.0
503015,2021-05-04,45.0,46.2,44.25,45.9,45.458177278402,5607,30,254884.0,4890,87.21,1.9500000000000028,0.8999999999999986,1620086400.0
503031,2021-05-04,7.1,7.38,7.1,7.21,7.272882659601743,23402,76,170200.0,23402,100.0,0.28000000000000025,0.11000000000000032,1620086400.0
503092,2021-05-04,5.82,5.82,5.82,5.82,5.0,1,1,5.0,1,100.0,0.0,0.0,1620086400.0
503100,2021-05-04,753.0,782.0,753.0,767.65,768.9041559278351,6208,505,4773357.0,2708,43.62,29.0,14.649999999999977,1620086400.0
503101,2021-05-04,50.55,50.6,47.1,47.6,48.91371808554306,12181,256,595818.0,9467,77.72,3.5,-2.9499999999999957,1620086400.0
503162,2021-05-04,94.8,94.8,88.2,89.35,91.23201219512195,6560,169,598482.0,4491,68.46,6.599999999999994,-5.450000000000003,1620086400.0
503169,2021-05-04,180.0,183.1,171.95,176.5,176.83348837209303,2150,129,380192.0,1371,63.77,11.150000000000006,-3.5,1620086400.0
503229,2021-05-04,44.25,44.25,44.0,44.25,44.14173228346457,127,4,5606.0,127,100.0,0.25,0.0,1620086400.0
503310,2021-05-04,131.0,132.7,129.75,130.0,131.45836325078898,59887,1491,7872647.0,2774,4.63,2.9499999999999886,-1.0,1620086400.0
503349,2021-05-04,1802.0,1865.0,1802.0,1826.65,1821.4666666666667,15,11,27322.0,12,80.0,63.0,24.65000000000009,1620086400.0
503624,2021-05-04,4.46,4.68,4.46,4.68,4.6786289889330614,9307,29,43544.0,9307,100.0,0.21999999999999975,0.21999999999999975,1620086400.0
503641,2021-05-04,8.1,8.26,7.94,8.26,8.20473319937486,13437,33,110247.0,13437,100.0,0.3199999999999994,0.16000000000000014,1620086400.0
503657,2021-05-04,8.12,8.24,7.66,7.71,7.945564892623716,21420,48,170194.0,18144,84.71,0.5800000000000001,-0.40999999999999925,1620086400.0
503663,2021-05-04,2.68,2.88,2.68,2.68,2.683471727955714,5058,36,13573.0,4932,97.51,0.19999999999999973,0.0,1620086400.0
503691,2021-05-04,29.35,32.0,29.35,32.0,30.025490196078433,1020,13,30626.0,770,75.49,2.6499999999999986,2.6499999999999986,1620086400.0
503722,2021-05-04,105.7,106.85,102.65,102.8,104.11935483870968,310,20,32277.0,252,81.29,4.199999999999989,-2.9000000000000057,1620086400.0
503776,2021-05-04,26.9,26.9,24.9,24.9,26.537688442211056,199,5,5281.0,199,100.0,2.0,-2.0,1620086400.0
503804,2021-05-04,420.05,429.9,420.0,420.0,420.86351505909266,15738,26,6623550.0,15483,98.38,9.899999999999977,-0.05000000000001137,1620086400.0
